wsdlURL;service name;GOWS;FGWS;DWS;CWS;AWS
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/10302_United_States_StockQuote.wsdl;StockQuote;0;0;0;0;0
http://b2cpre.travelplan.es/b2c/wsdl/wstHotel.wsdl;wstHotel;0;0;0;0;0
http://www.au.v3travel.com/CABS.WebServices/SearchService.asmx?wsdl;SearchService;0;0;0;0;0
http://web3.travel-it.com/sunnycars/rentACar?wsdl;rentACar;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/10124_United_Kingdom_AutoComplete.wsdl;AutoComplete;0;0;0;0;0
https://api.flightstats.com/flex/alerts/soap/v1/flightAlertsService?wsdl;FlightAlertsV1SoapService;0;0;0;0;0
http://netwsfr.rts.net/WsHotelProducts.asmx?WSDL;WebServices;0;0;0;0;0
http://xml.asia-experience.com/B2BWS_LIVE/TravelStudioB2BWebService.asmx?wsdl;TravelStudioB2BWebService;1;0;0;1;0
http://webservice.hotelurbano.com/webservice/OTA_HotelAvail.asmx?wsdl;OTA_HotelAvail;1;0;0;0;0
https://api.flightstats.com/flex/delayindex/docs/v1/lts/soap/delayIndexService.wsdl;DelayIndexV1SoapService;0;0;0;0;0
http://webservices.bajajallianz.com:8001/bjazTravelWS_UAT/bjazTravelWS_UATPort?WSDL;bjazTravelWS_UAT;0;0;0;0;0
http://xmlaed.alphatoursdubai.com/webservice/OTA_HotelRes.asmx?wsdl;OTA_HotelRes;1;0;0;0;0
http://hcm92.inflightdemo.com:9200/PSIGW/PeopleSoftServiceListeningConnector/PSFT_HR/CI_CI_PERSONAL_DATA.1.wsdl;CI_CI_PERSONAL_DATA;0;0;0;0;0
http://flightxml.flightaware.com/soap/FlightXML2/wsdl;FlightXML2;1;0;0;0;0
https://api.flightstats.com/flex/airports/soap/v1/airportsService?wsdl;AirportsV1SoapService;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service86.Specialist.wsdl;cweather;0;0;0;0;0
http://river.sdsc.edu/wateroneflow/SNOTEL/cuahsi_1_0.asmx?WSDL;WaterOneFlow;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/2446_Czech_Republic_WeatherWS.wsdl;WeatherWS;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service51.Utility.wsdl;WeatherFetcher;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service227.wsdl;WeatherFetcher;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/10325_United_States_IT_Assessment.wsdl;IT%20Assessment;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/10737_United_States_globalweather.wsdl;GlobalWeather;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service260.wsdl;cweather;0;0;0;0;0
http://www.imn.ac.cr/MeteorologicoWS/MeteorologicoWS.asmx?WSDL;WSMeteorologico;0;0;0;0;0
https://api.flightstats.com/flex/weather/soap/v1/weatherService?wsdl;WeatherV1SoapService;0;0;0;0;0
http://weather.terrapin.com/axis2/services/HurricaneService?wsdl;HurricaneService;0;1;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service293.wsdl;WeatherServices;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service43.Miscellaneous.wsdl;GlobalWeather;1;0;0;0;0
http://www.webservicex.net/weatherforecast.asmx?wsdl;WeatherForecast;0;0;0;0;1
http://www.webservicex.com/globalweather.asmx?wsdl;GlobalWeather;0;0;0;0;0
https://api.flightstats.com/flex/weather/docs/v1/lts/soap/weatherService.wsdl;WeatherV1SoapService;0;0;0;0;0
http://www.w3schools.com/webservices/tempconvert.asmx?WSDL;TempConvert;0;1;0;0;0
http://graphical.weather.gov/xml/SOAP_server/ndfdXMLserver.php?wsdl;ndfdXML;0;0;0;0;0
https://www.solaranywhere.com/service.asmx?WSDL;SolarAnywhere;1;0;0;0;0
http://graphical.weather.gov/xml/DWMLgen/wsdl/ndfdXML.wsdl;ndfdXML;0;0;0;0;0
http://wsf.cdyne.com/WeatherWS/Weather.asmx?WSDL;Weather;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/1355_Canada_WeatherService.wsdl;WeatherService;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/15004_United_States_WeatherService.wsdl;WeatherService;0;0;0;0;0
http://gis.rfocus.com/ws/GeoCoder.asmx?WSDL;GeoCoder;0;0;0;0;0
http://www.webservicex.net/globalweather.asmx?WSDL;GlobalWeather;0;0;0;0;0
http://www.elguille.info/Net/WebServices/CelsiusFahrenheit.asmx?WSDL;Conversor;0;1;0;0;0
http://climhy.lternet.edu/wambam/soap_server.pl?wsdl=climdb_raw;climdb_raw;0;1;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/13868_United_States_ShowWeatherSvc.wsdl;ShowTheWeather;0;1;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/13773_United_States_Weather.wsdl;Weather;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service37.wsdl;GlobalWeather;0;0;0;0;0
http://www.thomas-bayer.com/axis2/services/BLZService?wsdl;BLZService;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/18249_United_States_FastTrack.wsdl;FlightExplorerFastTrack;0;0;0;1;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service43.wsdl;USWeather;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/11200_United_States_FastWeather.wsdl;DOTSFastWeather;0;0;0;1;1
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service38.Accounts.wsdl;DOTSFastWeather;0;0;0;0;1
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service47.Utility.wsdl;WeatherServices;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service50.Utility.wsdl;WeatherByZip;0;0;0;0;0
http://climhy.lternet.edu/wambam/soap_server.pl?wsdl=climdb_agg;climdb_agg;0;1;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service60.Utility.wsdl;WorldWeatherByICAO;0;0;0;0;1
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/3092_France_EMBOSS_water.wsdl;EMBOSS_waterService;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/10736_United_States_WeatherForecast.wsdl;WeatherForecast;0;0;0;0;1
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/globalweather.wsdl;Convert GlobalWeather;0;0;0;0;0
